y x
54.516667 6.595
54.516667 6.609167
54.516667 6.623333
54.516667 6.6375
54.516667 6.651667
54.508333 6.595
54.508333 6.609167
54.508333 6.623333
54.508333 6.6375
54.508333 6.651667
54.5 6.595
54.5 6.609167
54.5 6.623333
54.5 6.6375
54.5 6.651667
54.491667 6.595
54.491667 6.609167
54.491667 6.623333
54.491667 6.6375
54.491667 6.651667
54.483333 6.595
54.483333 6.609167
54.483333 6.623333
54.483333 6.6375
54.483333 6.651667
